"sample_key","cluster_dtw","Date","Sample_ID","MouseID","Sex","Age","Genotype","Replicate","Average_diameter..um.","C.s.a..um.squared.","C.s.a..mm.squared.","Date_ID","FileName","exclusion_reason"
"210513.MRC.Sample.A5Data",2,"13.05.2021","A","63.1","M","18wks","Tm1b Wt",5,165.1256667,21415.04787,0.021415048,210513,"210513 MRC Sample A5Data.csv",NA
"210513.MRC.Sample.A6Data",5,"13.05.2021","A","63.1","M","18wks","Tm1b Wt",6,138.7633333,15123.04794,0.015123048,210513,"210513 MRC Sample A6Data.csv",NA
"210513.MRC.Sample.A7Data",2,"13.05.2021","A","63.1","M","18wks","Tm1b Wt",7,109.075,9344.161257,0.009344161,210513,"210513 MRC Sample A7Data.csv",NA
"210513.MRC.Sample.A8Data",2,"13.05.2021","A","63.1","M","18wks","Tm1b Wt",8,132.752,13841.14527,0.013841145,210513,"210513 MRC Sample A8Data.csv",NA
"210513.MRC.Sample.B1Data",3,"13.05.2021","B","54.3","M","18wks","Tm1b Het",1,105.8506667,8799.886626,0.008799887,210513,"210513 MRC Sample B1Data.csv",NA
"210513.MRC.Sample.B10Data",3,"13.05.2021","B","54.3","M","18wks","Tm1b Het",10,108.036,9166.992452,0.009166992,210513,"210513 MRC Sample B10Data.csv",NA
"210513.MRC.Sample.B2Data",4,"13.05.2021","B","54.3","M","18wks","Tm1b Het",2,102.1473333,8194.905463,0.008194905,210513,"210513 MRC Sample B2Data.csv",NA
"210513.MRC.Sample.B3Data",3,"13.05.2021","B","54.3","M","18wks","Tm1b Het",3,125.5256667,12375.27774,0.012375278,210513,"210513 MRC Sample B3Data.csv",NA
"210513.MRC.Sample.B4Data",2,"13.05.2021","B","54.3","M","18wks","Tm1b Het",4,118.8893333,11101.34666,0.011101347,210513,"210513 MRC Sample B4Data.csv",NA
"210513.MRC.Sample.B5Data",2,"13.05.2021","B","54.3","M","18wks","Tm1b Het",5,94.458,7007.568844,0.007007569,210513,"210513 MRC Sample B5Data.csv",NA
"210513.MRC.Sample.B6Data",2,"13.05.2021","B","54.3","M","18wks","Tm1b Het",6,147.6836667,17129.89948,0.017129899,210513,"210513 MRC Sample B6Data.csv",NA
"210513.MRC.Sample.B8Data",4,"13.05.2021","B","54.3","M","18wks","Tm1b Het",8,85.71566667,5770.458154,0.005770458,210513,"210513 MRC Sample B8Data.csv",NA
"210513.MRC.Sample.B9Data",3,"13.05.2021","B","54.3","M","18wks","Tm1b Het",9,82.381,5330.206079,0.005330206,210513,"210513 MRC Sample B9Data.csv",NA
"210513.MRC.Sample.C1Data",3,"13.05.2021","C","99.3","M","18wks","Tm1b Hom",1,131.2113333,13521.73993,0.01352174,210513,"210513 MRC Sample C1Data.csv",NA
"210513.MRC.Sample.C10Data",1,"13.05.2021","C","99.3","M","18wks","Tm1b Hom",10,93.67433333,6891.775205,0.006891775,210513,"210513 MRC Sample C10Data.csv",NA
"210513.MRC.Sample.C2Data",2,"13.05.2021","C","99.3","M","18wks","Tm1b Hom",2,92.91966667,6781.178365,0.006781178,210513,"210513 MRC Sample C2Data.csv",NA
"210513.MRC.Sample.C4Data",4,"13.05.2021","C","99.3","M","18wks","Tm1b Hom",4,91.049,6510.888258,0.006510888,210513,"210513 MRC Sample C4Data.csv",NA
"210513.MRC.Sample.C5Data",3,"13.05.2021","C","99.3","M","18wks","Tm1b Hom",5,125.9716667,12463.37414,0.012463374,210513,"210513 MRC Sample C5Data.csv",NA
"210513.MRC.Sample.C6Data",4,"13.05.2021","C","99.3","M","18wks","Tm1b Hom",6,107.4113333,9061.291388,0.009061291,210513,"210513 MRC Sample C6Data.csv",NA
"210513.MRC.Sample.C7Data",3,"13.05.2021","C","99.3","M","18wks","Tm1b Hom",7,93.32133333,6839.931489,0.006839931,210513,"210513 MRC Sample C7Data.csv",NA
"210513.MRC.Sample.C8Data",3,"13.05.2021","C","99.3","M","18wks","Tm1b Hom",8,106.617,8927.765978,0.008927766,210513,"210513 MRC Sample C8Data.csv",NA
"210513.MRC.Sample.C9Data",3,"13.05.2021","C","99.3","M","18wks","Tm1b Hom",9,86.55233333,5883.658292,0.005883658,210513,"210513 MRC Sample C9Data.csv",NA
"210513.MRC.Sample.D1Data",4,"13.05.2021","D","55.1","F","52wks","Tm1b Het",1,133.2006667,13934.8622,0.013934862,210513,"210513 MRC Sample D1Data.csv",NA
"210513.MRC.Sample.D10Data",3,"13.05.2021","D","55.1","F","52wks","Tm1b Het",10,89.071,6231.068673,0.006231069,210513,"210513 MRC Sample D10Data.csv",NA
"210513.MRC.Sample.D2Data",1,"13.05.2021","D","55.1","F","52wks","Tm1b Het",2,124.5013333,12174.12863,0.012174129,210513,"210513 MRC Sample D2Data.csv",NA
"210513.MRC.Sample.D3Data",4,"13.05.2021","D","55.1","F","52wks","Tm1b Het",3,110.1306667,9525.908772,0.009525909,210513,"210513 MRC Sample D3Data.csv",NA
"210513.MRC.Sample.D4Data",3,"13.05.2021","D","55.1","F","52wks","Tm1b Het",4,116.664,10689.65298,0.010689653,210513,"210513 MRC Sample D4Data.csv",NA
"210513.MRC.Sample.D5Data",2,"13.05.2021","D","55.1","F","52wks","Tm1b Het",5,116.1706667,10599.43815,0.010599438,210513,"210513 MRC Sample D5Data.csv",NA
"210513.MRC.Sample.D6Data",3,"13.05.2021","D","55.1","F","52wks","Tm1b Het",6,95.01866667,7091.004244,0.007091004,210513,"210513 MRC Sample D6Data.csv",NA
"210513.MRC.Sample.D7Data",3,"13.05.2021","D","55.1","F","52wks","Tm1b Het",7,116.2463333,10613.25032,0.01061325,210513,"210513 MRC Sample D7Data.csv",NA
"210513.MRC.Sample.D8Data",1,"13.05.2021","D","55.1","F","52wks","Tm1b Het",8,115.5876667,10493.31899,0.010493319,210513,"210513 MRC Sample D8Data.csv",NA
"210513.MRC.Sample.D9Data",3,"13.05.2021","D","55.1","F","52wks","Tm1b Het",9,78.90633333,4890.053459,0.004890053,210513,"210513 MRC Sample D9Data.csv",NA
"210513.MRC.Sample.E1Data",3,"13.05.2021","E","55.3","F","52wks","Tm1b Het",1,115.0493333,10395.80427,0.010395804,210513,"210513 MRC Sample E1Data.csv",NA
"210513.MRC.Sample.E2Data",1,"13.05.2021","E","55.3","F","52wks","Tm1b Het",2,125.2486667,12320.72046,0.01232072,210513,"210513 MRC Sample E2Data.csv",NA
"210513.MRC.Sample.E3Data",1,"13.05.2021","E","55.3","F","52wks","Tm1b Het",3,105.5396667,8748.25267,0.008748253,210513,"210513 MRC Sample E3Data.csv",NA
"210513.MRC.Sample.E4Data",3,"13.05.2021","E","55.3","F","52wks","Tm1b Het",4,114.8153333,10353.55901,0.010353559,210513,"210513 MRC Sample E4Data.csv",NA
"210513.MRC.Sample.E5Data",4,"13.05.2021","E","55.3","F","52wks","Tm1b Het",5,89.765,6328.546155,0.006328546,210513,"210513 MRC Sample E5Data.csv",NA
"210513.MRC.Sample.E6Data",3,"13.05.2021","E","55.3","F","52wks","Tm1b Het",6,110.9723333,9672.067451,0.009672067,210513,"210513 MRC Sample E6Data.csv",NA
"210513.MRC.Sample.E7Data",4,"13.05.2021","E","55.3","F","52wks","Tm1b Het",7,110.6546667,9616.772675,0.009616773,210513,"210513 MRC Sample E7Data.csv",NA
"210513.MRC.Sample.E8Data",2,"13.05.2021","E","55.3","F","52wks","Tm1b Het",8,96.77466667,7355.51778,0.007355518,210513,"210513 MRC Sample E8Data.csv",NA
"210513.MRC.Sample.E9Data",3,"13.05.2021","E","55.3","F","52wks","Tm1b Het",9,110.71,9626.392889,0.009626393,210513,"210513 MRC Sample E9Data.csv",NA
"210514.MRC.Sample.A1Data",4,"14.05.2021","A","100.1","M","18wks","Tm1b Wt",1,127.4766667,12762.95621,0.012762956,210514,"210514 MRC Sample A1Data.csv",NA
"210514.MRC.Sample.A10Data",3,"14.05.2021","A","100.1","M","18wks","Tm1b Wt",10,106.8343333,8964.200663,0.008964201,210514,"210514 MRC Sample A10Data.csv",NA
"210514.MRC.Sample.A2Data",1,"14.05.2021","A","100.1","M","18wks","Tm1b Wt",2,109.8913333,9484.550794,0.009484551,210514,"210514 MRC Sample A2Data.csv",NA
"210514.MRC.Sample.A3Data",4,"14.05.2021","A","100.1","M","18wks","Tm1b Wt",3,91.19566667,6531.881337,0.006531881,210514,"210514 MRC Sample A3Data.csv",NA
"210514.MRC.Sample.A4Data",4,"14.05.2021","A","100.1","M","18wks","Tm1b Wt",4,120.541,11411.93952,0.01141194,210514,"210514 MRC Sample A4Data.csv",NA
"210514.MRC.Sample.A5Data",1,"14.05.2021","A","100.1","M","18wks","Tm1b Wt",5,139.072,15190.40252,0.015190403,210514,"210514 MRC Sample A5Data.csv",NA
"210514.MRC.Sample.A6Data",2,"14.05.2021","A","100.1","M","18wks","Tm1b Wt",6,132.9246667,13877.17424,0.013877174,210514,"210514 MRC Sample A6Data.csv",NA
"210514.MRC.Sample.A7Data",2,"14.05.2021","A","100.1","M","18wks","Tm1b Wt",7,141.1113333,15639.16897,0.015639169,210514,"210514 MRC Sample A7Data.csv",NA
"210514.MRC.Sample.A8Data",2,"14.05.2021","A","100.1","M","18wks","Tm1b Wt",8,127.106,12688.84186,0.012688842,210514,"210514 MRC Sample A8Data.csv",NA
"210514.MRC.Sample.A9Data",4,"14.05.2021","A","100.1","M","18wks","Tm1b Wt",9,98.24933333,7581.394671,0.007581395,210514,"210514 MRC Sample A9Data.csv",NA
"210514.MRC.Sample.B1Data",3,"14.05.2021","B","57.2","M","18wks","Tm1b Het",1,128.9063333,13050.83779,0.013050838,210514,"210514 MRC Sample B1Data.csv",NA
"210514.MRC.Sample.B10Data",2,"14.05.2021","B","57.2","M","18wks","Tm1b Het",10,126.7796667,12623.77057,0.012623771,210514,"210514 MRC Sample B10Data.csv",NA
"210514.MRC.Sample.B3Data",4,"14.05.2021","B","57.2","M","18wks","Tm1b Het",3,176.264,24401.53373,0.024401534,210514,"210514 MRC Sample B3Data.csv",NA
"210514.MRC.Sample.B4Data",2,"14.05.2021","B","57.2","M","18wks","Tm1b Het",4,111.562,9775.128251,0.009775128,210514,"210514 MRC Sample B4Data.csv",NA
"210514.MRC.Sample.B5Data",4,"14.05.2021","B","57.2","M","18wks","Tm1b Het",5,93.29266667,6835.729922,0.00683573,210514,"210514 MRC Sample B5Data.csv",NA
"210514.MRC.Sample.B6Data",4,"14.05.2021","B","57.2","M","18wks","Tm1b Het",6,150.64,17822.57682,0.017822577,210514,"210514 MRC Sample B6Data.csv",NA
"210514.MRC.Sample.B7Data",1,"14.05.2021","B","57.2","M","18wks","Tm1b Het",7,100.6443333,7955.519342,0.007955519,210514,"210514 MRC Sample B7Data.csv",NA
"210514.MRC.Sample.B8Data",1,"14.05.2021","B","57.2","M","18wks","Tm1b Het",8,115.0883333,10402.85351,0.010402854,210514,"210514 MRC Sample B8Data.csv",NA
"210514.MRC.Sample.B9Data",3,"14.05.2021","B","57.2","M","18wks","Tm1b Het",9,142.808,16017.50821,0.016017508,210514,"210514 MRC Sample B9Data.csv",NA
"210514.MRC.Sample.C1Data",3,"14.05.2021","C","99.4","M","18wks","Tm1b Hom",1,138.7983333,15130.67781,0.015130678,210514,"210514 MRC Sample C1Data.csv",NA
"210514.MRC.Sample.C10Data",1,"14.05.2021","C","99.4","M","18wks","Tm1b Hom",10,115.197,10422.50758,0.010422508,210514,"210514 MRC Sample C10Data.csv",NA
"210514.MRC.Sample.C2Data",4,"14.05.2021","C","99.4","M","18wks","Tm1b Hom",2,85.59433333,5754.13317,0.005754133,210514,"210514 MRC Sample C2Data.csv",NA
"210514.MRC.Sample.C3Data",3,"14.05.2021","C","99.4","M","18wks","Tm1b Hom",3,101.0783333,8024.279096,0.008024279,210514,"210514 MRC Sample C3Data.csv",NA
"210514.MRC.Sample.C4Data",2,"14.05.2021","C","99.4","M","18wks","Tm1b Hom",4,102.685,8281.40256,0.008281403,210514,"210514 MRC Sample C4Data.csv",NA
"210514.MRC.Sample.C5Data",2,"14.05.2021","C","99.4","M","18wks","Tm1b Hom",5,116.5913333,10676.34057,0.010676341,210514,"210514 MRC Sample C5Data.csv",NA
"210514.MRC.Sample.C7Data",4,"14.05.2021","C","99.4","M","18wks","Tm1b Hom",7,118.646,11055.95045,0.01105595,210514,"210514 MRC Sample C7Data.csv",NA
"210514.MRC.Sample.C8Data",3,"14.05.2021","C","99.4","M","18wks","Tm1b Hom",8,141.0233333,15619.66923,0.015619669,210514,"210514 MRC Sample C8Data.csv",NA
"210514.MRC.Sample.C9Data",3,"14.05.2021","C","99.4","M","18wks","Tm1b Hom",9,118.9823333,11118.72129,0.011118721,210514,"210514 MRC Sample C9Data.csv",NA
"210514.MRC.Sample.D1Data",2,"14.05.2021","D","56.2","F","52wks","Tm1b Het",1,157.515,19486.49437,0.019486494,210514,"210514 MRC Sample D1Data.csv",NA
"210514.MRC.Sample.D10Data",1,"14.05.2021","D","56.2","F","52wks","Tm1b Het",10,107.0393333,8998.63574,0.008998636,210514,"210514 MRC Sample D10Data.csv",NA
"210514.MRC.Sample.D2Data",3,"14.05.2021","D","56.2","F","52wks","Tm1b Het",2,115.056,10397.0091,0.010397009,210514,"210514 MRC Sample D2Data.csv",NA
"210514.MRC.Sample.D3Data",3,"14.05.2021","D","56.2","F","52wks","Tm1b Het",3,95.83166667,7212.867661,0.007212868,210514,"210514 MRC Sample D3Data.csv",NA
"210514.MRC.Sample.D4Data",3,"14.05.2021","D","56.2","F","52wks","Tm1b Het",4,91.599,6589.78653,0.006589787,210514,"210514 MRC Sample D4Data.csv",NA
"210514.MRC.Sample.D5Data",3,"14.05.2021","D","56.2","F","52wks","Tm1b Het",5,94.188,6967.565044,0.006967565,210514,"210514 MRC Sample D5Data.csv",NA
"210514.MRC.Sample.D6Data",3,"14.05.2021","D","56.2","F","52wks","Tm1b Het",6,99.46766667,7770.585475,0.007770585,210514,"210514 MRC Sample D6Data.csv",NA
"210514.MRC.Sample.D7Data",4,"14.05.2021","D","56.2","F","52wks","Tm1b Het",7,140.6603333,15539.36134,0.015539361,210514,"210514 MRC Sample D7Data.csv",NA
"210514.MRC.Sample.D8Data",4,"14.05.2021","D","56.2","F","52wks","Tm1b Het",8,97.711,7498.541465,0.007498541,210514,"210514 MRC Sample D8Data.csv",NA
"210514.MRC.Sample.D9Data",3,"14.05.2021","D","56.2","F","52wks","Tm1b Het",9,99.11366667,7715.373718,0.007715374,210514,"210514 MRC Sample D9Data.csv",NA
"210514.MRC.Sample.E1Data",3,"14.05.2021","E","58.2/58.9","F","52wks","Tm1b Het",1,98.03733333,7548.712076,0.007548712,210514,"210514 MRC Sample E1Data.csv",NA
"210514.MRC.Sample.E10Data",3,"14.05.2021","E","58.2/58.1","F","52wks","Tm1b Het",10,110.6353333,9613.412515,0.009613413,210514,"210514 MRC Sample E10Data.csv",NA
"210514.MRC.Sample.E2Data",4,"14.05.2021","E","58.2/58.8","F","52wks","Tm1b Het",2,106.612,8926.928629,0.008926929,210514,"210514 MRC Sample E2Data.csv",NA
"210514.MRC.Sample.E3Data",3,"14.05.2021","E","58.2/58.7","F","52wks","Tm1b Het",3,134.0376667,14110.53888,0.014110539,210514,"210514 MRC Sample E3Data.csv",NA
"210514.MRC.Sample.E4Data",2,"14.05.2021","E","58.2/58.6","F","52wks","Tm1b Het",4,107.99,9159.187796,0.009159188,210514,"210514 MRC Sample E4Data.csv",NA
"210514.MRC.Sample.E5Data",2,"14.05.2021","E","58.2/58.5","F","52wks","Tm1b Het",5,115.7796667,10528.20836,0.010528208,210514,"210514 MRC Sample E5Data.csv",NA
"210514.MRC.Sample.E6Data",2,"14.05.2021","E","58.2/58.4","F","52wks","Tm1b Het",6,98.114,7560.523105,0.007560523,210514,"210514 MRC Sample E6Data.csv",NA
"210514.MRC.Sample.E7Data",2,"14.05.2021","E","58.2/58.3","F","52wks","Tm1b Het",7,116.8083333,10716.1192,0.010716119,210514,"210514 MRC Sample E7Data.csv",NA
"210514.MRC.Sample.E8Data",3,"14.05.2021","E","58.2/58.2","F","52wks","Tm1b Het",8,98.34833333,7596.681009,0.007596681,210514,"210514 MRC Sample E8Data.csv",NA
"210514.MRC.Sample.E9Data",4,"14.05.2021","E","58.2/58.1","F","52wks","Tm1b Het",9,104.906,8643.517931,0.008643518,210514,"210514 MRC Sample E9Data.csv",NA
"210518.MRC.Sample.A1Data",1,"18.05.2021","A","100.4","M","18wks","Tm1b Wt",1,98.87333333,7678.002214,0.007678002,210518,"210518 MRC Sample A1Data.csv",NA
"210518.MRC.Sample.A2Data",1,"18.05.2021","A","100.4","M","18wks","Tm1b Wt",2,156.311,19189.73442,0.019189734,210518,"210518 MRC Sample A2Data.csv",NA
"210518.MRC.Sample.A3Data",4,"18.05.2021","A","100.4","M","18wks","Tm1b Wt",3,117.0693333,10764.06153,0.010764062,210518,"210518 MRC Sample A3Data.csv",NA
"210518.MRC.Sample.A4Data",2,"18.05.2021","A","100.4","M","18wks","Tm1b Wt",4,145.1236667,16541.1754,0.016541175,210518,"210518 MRC Sample A4Data.csv",NA
"210518.MRC.Sample.A5Data",2,"18.05.2021","A","100.4","M","18wks","Tm1b Wt",5,142.797,16015.04076,0.016015041,210518,"210518 MRC Sample A5Data.csv",NA
"210518.MRC.Sample.A6Data",1,"18.05.2021","A","100.4","M","18wks","Tm1b Wt",6,113.48,10114.1301,0.01011413,210518,"210518 MRC Sample A6Data.csv",NA
"210518.MRC.Sample.A7Data",4,"18.05.2021","A","100.4","M","18wks","Tm1b Wt",7,116.7763333,10710.24857,0.010710249,210518,"210518 MRC Sample A7Data.csv",NA
"210518.MRC.Sample.A8Data",1,"18.05.2021","A","100.4","M","18wks","Tm1b Wt",8,120.725,11446.80566,0.011446806,210518,"210518 MRC Sample A8Data.csv",NA
"210518.MRC.Sample.A9Data",4,"18.05.2021","A","100.4","M","18wks","Tm1b Wt",9,115.2793333,10437.4112,0.010437411,210518,"210518 MRC Sample A9Data.csv",NA
"210518.MRC.Sample.B1Data",4,"18.05.2021","B","61.1","M","18wks","Tm1b Het",1,121.3423333,11564.1726,0.011564173,210518,"210518 MRC Sample B1Data.csv",NA
"210518.MRC.Sample.B10Data",1,"18.05.2021","B","61.1","M","18wks","Tm1b Het",10,163.4353333,20978.8553,0.020978855,210518,"210518 MRC Sample B10Data.csv",NA
"210518.MRC.Sample.B2Data",2,"18.05.2021","B","61.1","M","18wks","Tm1b Het",2,103.221,8368.083512,0.008368084,210518,"210518 MRC Sample B2Data.csv",NA
"210518.MRC.Sample.B3Data",1,"18.05.2021","B","61.1","M","18wks","Tm1b Het",3,120.006,11310.86455,0.011310865,210518,"210518 MRC Sample B3Data.csv",NA
"210518.MRC.Sample.B4Data",4,"18.05.2021","B","61.1","M","18wks","Tm1b Het",4,110.2406667,9544.947488,0.009544947,210518,"210518 MRC Sample B4Data.csv",NA
"210518.MRC.Sample.B5Data",2,"18.05.2021","B","61.1","M","18wks","Tm1b Het",5,138.2,15000.50802,0.015000508,210518,"210518 MRC Sample B5Data.csv",NA
"210518.MRC.Sample.B6Data",1,"18.05.2021","B","61.1","M","18wks","Tm1b Het",6,135.184,14352.9267,0.014352927,210518,"210518 MRC Sample B6Data.csv",NA
"210518.MRC.Sample.B7Data",2,"18.05.2021","B","61.1","M","18wks","Tm1b Het",7,138.3473333,15032.50878,0.015032509,210518,"210518 MRC Sample B7Data.csv",NA
"210518.MRC.Sample.B8Data",2,"18.05.2021","B","61.1","M","18wks","Tm1b Het",8,155.2533333,18930.92121,0.018930921,210518,"210518 MRC Sample B8Data.csv",NA
"210518.MRC.Sample.B9Data",2,"18.05.2021","B","61.1","M","18wks","Tm1b Het",9,162.732,20798.68155,0.020798682,210518,"210518 MRC Sample B9Data.csv",NA
"210518.MRC.Sample.C1Data",3,"18.05.2021","C","100.3","M","18wks","Tm1b Hom",1,141.7246667,15775.41417,0.015775414,210518,"210518 MRC Sample C1Data.csv",NA
"210518.MRC.Sample.C10Data",3,"18.05.2021","C","100.3","M","18wks","Tm1b Hom",10,100.9206667,7999.265346,0.007999265,210518,"210518 MRC Sample C10Data.csv",NA
"210518.MRC.Sample.C3Data",3,"18.05.2021","C","100.3","M","18wks","Tm1b Hom",3,111.9266667,9839.137317,0.009839137,210518,"210518 MRC Sample C3Data.csv",NA
"210518.MRC.Sample.C4Data",3,"18.05.2021","C","100.3","M","18wks","Tm1b Hom",4,138.223,15005.50137,0.015005501,210518,"210518 MRC Sample C4Data.csv",NA
"210518.MRC.Sample.C5Data",4,"18.05.2021","C","100.3","M","18wks","Tm1b Hom",5,167.738,22097.99151,0.022097992,210518,"210518 MRC Sample C5Data.csv",NA
"210518.MRC.Sample.C6Data",3,"18.05.2021","C","100.3","M","18wks","Tm1b Hom",6,149.766,17616.36673,0.017616367,210518,"210518 MRC Sample C6Data.csv",NA
"210518.MRC.Sample.C7Data",3,"18.05.2021","C","100.3","M","18wks","Tm1b Hom",7,176.427,24446.6852,0.024446685,210518,"210518 MRC Sample C7Data.csv",NA
"210518.MRC.Sample.C8Data",3,"18.05.2021","C","100.3","M","18wks","Tm1b Hom",8,123.394,11958.53467,0.011958535,210518,"210518 MRC Sample C8Data.csv",NA
"210518.MRC.Sample.C9Data",3,"18.05.2021","C","100.3","M","18wks","Tm1b Hom",9,153.0806667,18404.77749,0.018404777,210518,"210518 MRC Sample C9Data.csv",NA
"210518.MRC.Sample.D1Data",4,"18.05.2021","D","60.2","F","52wks","Tm1b Wt",1,142.514,15951.62535,0.015951625,210518,"210518 MRC Sample D1Data.csv",NA
"210518.MRC.Sample.D2Data",4,"18.05.2021","D","60.2","F","52wks","Tm1b Wt",2,102.1503333,8195.386828,0.008195387,210518,"210518 MRC Sample D2Data.csv",NA
"210518.MRC.Sample.D3Data",3,"18.05.2021","D","60.2","F","52wks","Tm1b Wt",3,115.746,10522.08641,0.010522086,210518,"210518 MRC Sample D3Data.csv",NA
"210518.MRC.Sample.D6Data",2,"18.05.2021","D","60.2","F","52wks","Tm1b Wt",6,135.2843333,14374.24003,0.01437424,210518,"210518 MRC Sample D6Data.csv",NA
"210518.MRC.Sample.D7Data",4,"18.05.2021","D","60.2","F","52wks","Tm1b Wt",7,116.721,10700.10109,0.010700101,210518,"210518 MRC Sample D7Data.csv",NA
"210518.MRC.Sample.D8Data",4,"18.05.2021","D","60.2","F","52wks","Tm1b Wt",8,113.577,10131.42812,0.010131428,210518,"210518 MRC Sample D8Data.csv",NA
"210518.MRC.Sample.D9Data",1,"18.05.2021","D","60.2","F","52wks","Tm1b Wt",9,137.0853333,14759.5075,0.014759507,210518,"210518 MRC Sample D9Data.csv",NA
"210519.MRC.Sample.A1Data",4,"19.05.2021","A","103.2","M","18wks","Tm1b Wt",1,134.1183333,14127.52801,0.014127528,210519,"210519 MRC Sample A1Data.csv",NA
"210519.MRC.Sample.A10Data",2,"19.05.2021","A","103.2","M","18wks","Tm1b Wt",10,129.252,13120.92416,0.013120924,210519,"210519 MRC Sample A10Data.csv",NA
"210519.MRC.Sample.A2Data",4,"19.05.2021","A","103.2","M","18wks","Tm1b Wt",2,106.2203333,8861.458359,0.008861458,210519,"210519 MRC Sample A2Data.csv",NA
"210519.MRC.Sample.A3Data",1,"19.05.2021","A","103.2","M","18wks","Tm1b Wt",3,135.4343333,14406.13333,0.014406133,210519,"210519 MRC Sample A3Data.csv",NA
"210519.MRC.Sample.A4Data",4,"19.05.2021","A","103.2","M","18wks","Tm1b Wt",4,136.8266667,14703.86056,0.014703861,210519,"210519 MRC Sample A4Data.csv",NA
"210519.MRC.Sample.A5Data",4,"19.05.2021","A","103.2","M","18wks","Tm1b Wt",5,145.479,16622.27625,0.016622276,210519,"210519 MRC Sample A5Data.csv",NA
"210519.MRC.Sample.A6Data",2,"19.05.2021","A","103.2","M","18wks","Tm1b Wt",6,129.7963333,13231.67208,0.013231672,210519,"210519 MRC Sample A6Data.csv",NA
"210519.MRC.Sample.A7Data",1,"19.05.2021","A","103.2","M","18wks","Tm1b Wt",7,102.9386667,8322.368831,0.008322369,210519,"210519 MRC Sample A7Data.csv",NA
"210519.MRC.Sample.A8Data",4,"19.05.2021","A","103.2","M","18wks","Tm1b Wt",8,108.0676667,9172.367159,0.009172367,210519,"210519 MRC Sample A8Data.csv",NA
"210519.MRC.Sample.A9Data",2,"19.05.2021","A","103.2","M","18wks","Tm1b Wt",9,153.9313333,18609.89589,0.018609896,210519,"210519 MRC Sample A9Data.csv",NA
"210519.MRC.Sample.B1Data",2,"19.05.2021","B","65.1","M","18wks","Tm1b Het",1,136.4996667,14633.66347,0.014633663,210519,"210519 MRC Sample B1Data.csv",NA
"210519.MRC.Sample.B10Data",2,"19.05.2021","B","65.1","M","18wks","Tm1b Het",10,125.0656667,12284.74332,0.012284743,210519,"210519 MRC Sample B10Data.csv",NA
"210519.MRC.Sample.B2Data",2,"19.05.2021","B","65.1","M","18wks","Tm1b Het",2,182.2483333,26086.57195,0.026086572,210519,"210519 MRC Sample B2Data.csv",NA
"210519.MRC.Sample.B3Data",2,"19.05.2021","B","65.1","M","18wks","Tm1b Het",3,111.775,9812.490255,0.00981249,210519,"210519 MRC Sample B3Data.csv",NA
"210519.MRC.Sample.B4Data",4,"19.05.2021","B","65.1","M","18wks","Tm1b Het",4,156.76,19300.13696,0.019300137,210519,"210519 MRC Sample B4Data.csv",NA
"210519.MRC.Sample.B5Data",2,"19.05.2021","B","65.1","M","18wks","Tm1b Het",5,124.8823333,12248.75337,0.012248753,210519,"210519 MRC Sample B5Data.csv",NA
"210519.MRC.Sample.B6Data",1,"19.05.2021","B","65.1","M","18wks","Tm1b Het",6,154.9983333,18868.78508,0.018868785,210519,"210519 MRC Sample B6Data.csv",NA
"210519.MRC.Sample.B7Data",1,"19.05.2021","B","65.1","M","18wks","Tm1b Het",7,108.0326667,9166.426791,0.009166427,210519,"210519 MRC Sample B7Data.csv",NA
"210519.MRC.Sample.B8Data",1,"19.05.2021","B","65.1","M","18wks","Tm1b Het",8,141.836,15800.20899,0.015800209,210519,"210519 MRC Sample B8Data.csv",NA
"210519.MRC.Sample.B9Data",2,"19.05.2021","B","65.1","M","18wks","Tm1b Het",9,122.459,11777.99319,0.011777993,210519,"210519 MRC Sample B9Data.csv",NA
"210519.MRC.Sample.C1Data",1,"19.05.2021","C","102.1","M","18wks","Tm1b Hom",1,116.5983333,10677.62259,0.010677623,210519,"210519 MRC Sample C1Data.csv",NA
"210519.MRC.Sample.C10Data",2,"19.05.2021","C","102.1","M","18wks","Tm1b Hom",10,123.637,12005.68097,0.012005681,210519,"210519 MRC Sample C10Data.csv",NA
"210519.MRC.Sample.C2Data",2,"19.05.2021","C","102.1","M","18wks","Tm1b Hom",2,136.8366667,14706.0099,0.01470601,210519,"210519 MRC Sample C2Data.csv",NA
"210519.MRC.Sample.C4Data",2,"19.05.2021","C","102.1","M","18wks","Tm1b Hom",4,120.7703333,11455.40402,0.011455404,210519,"210519 MRC Sample C4Data.csv",NA
"210519.MRC.Sample.C5Data",1,"19.05.2021","C","102.1","M","18wks","Tm1b Hom",5,141.588,15745.00402,0.015745004,210519,"210519 MRC Sample C5Data.csv",NA
"210519.MRC.Sample.C6Data",2,"19.05.2021","C","102.1","M","18wks","Tm1b Hom",6,126.4956667,12567.27672,0.012567277,210519,"210519 MRC Sample C6Data.csv",NA
"210519.MRC.Sample.C7Data",2,"19.05.2021","C","102.1","M","18wks","Tm1b Hom",7,153.7363333,18562.77577,0.018562776,210519,"210519 MRC Sample C7Data.csv",NA
"210519.MRC.Sample.C8Data",2,"19.05.2021","C","102.1","M","18wks","Tm1b Hom",8,137.0076667,14742.78804,0.014742788,210519,"210519 MRC Sample C8Data.csv",NA
