"sample_key","cluster_dtw","Date","Sample_ID","MouseID","Sex","Age","Genotype","Replicate","Average_diameter..um.","C.s.a..um.squared.","C.s.a..mm.squared.","Date_ID","FileName","exclusion_reason"
"210426.MRC.Sample.D6Data",2,"26.04.2021","D","92.1","M","52wks","Tm1b Hom",6,127.6376667,12795.21519,0.012795215,210426,"210426 MRC Sample D6Data.csv",NA
"210426.MRC.Sample.D7Data",3,"26.04.2021","D","92.1","M","52wks","Tm1b Hom",7,127.3643333,12740.47249,0.012740472,210426,"210426 MRC Sample D7Data.csv",NA
"210426.MRC.Sample.D8Data",3,"26.04.2021","D","92.1","M","52wks","Tm1b Hom",8,127.2916667,12725.93871,0.012725939,210426,"210426 MRC Sample D8Data.csv",NA
"210426.MRC.Sample.D9Data",4,"26.04.2021","D","92.1","M","52wks","Tm1b Hom",9,101.99,8169.680358,0.00816968,210426,"210426 MRC Sample D9Data.csv",NA
"210427.MRC.Sample.A1Data",4,"27.04.2021","A","107.3","M","8wks","oim Wt",1,92.562,6729.074572,0.006729075,210427,"210427 MRC Sample A1Data.csv",NA
"210427.MRC.Sample.A10Data",4,"27.04.2021","A","107.3","M","8wks","oim Wt",10,115.4313333,10464.95356,0.010464954,210427,"210427 MRC Sample A10Data.csv",NA
"210427.MRC.Sample.A2Data",3,"27.04.2021","A","107.3","M","8wks","oim Wt",2,81.69566667,5241.890248,0.00524189,210427,"210427 MRC Sample A2Data.csv",NA
"210427.MRC.Sample.A3Data",4,"27.04.2021","A","107.3","M","8wks","oim Wt",3,109.1893333,9363.760775,0.009363761,210427,"210427 MRC Sample A3Data.csv",NA
"210427.MRC.Sample.A4Data",4,"27.04.2021","A","107.3","M","8wks","oim Wt",4,103.3883333,8395.236785,0.008395237,210427,"210427 MRC Sample A4Data.csv",NA
"210427.MRC.Sample.A5Data",3,"27.04.2021","A","107.3","M","8wks","oim Wt",5,114.21,10244.67403,0.010244674,210427,"210427 MRC Sample A5Data.csv",NA
"210427.MRC.Sample.A6Data",4,"27.04.2021","A","107.3","M","8wks","oim Wt",6,104.2233333,8531.390066,0.00853139,210427,"210427 MRC Sample A6Data.csv",NA
"210427.MRC.Sample.A7Data",3,"27.04.2021","A","107.3","M","8wks","oim Wt",7,93.706,6896.435531,0.006896436,210427,"210427 MRC Sample A7Data.csv",NA
"210427.MRC.Sample.A8Data",4,"27.04.2021","A","107.3","M","8wks","oim Wt",8,95.61666667,7180.539579,0.00718054,210427,"210427 MRC Sample A8Data.csv",NA
"210427.MRC.Sample.A9Data",4,"27.04.2021","A","107.3","M","8wks","oim Wt",9,119.963,11302.76029,0.01130276,210427,"210427 MRC Sample A9Data.csv",NA
"210427.MRC.Sample.B1Data",3,"27.04.2021","B","103.2","M","8wks","oim Het",1,77.26,4688.126146,0.004688126,210427,"210427 MRC Sample B1Data.csv",NA
"210427.MRC.Sample.B2Data",4,"27.04.2021","B","103.2","M","8wks","oim Het",2,89.64766667,6312.012671,0.006312013,210427,"210427 MRC Sample B2Data.csv",NA
"210427.MRC.Sample.B4Data",4,"27.04.2021","B","103.2","M","8wks","oim Het",4,102.632,8272.856013,0.008272856,210427,"210427 MRC Sample B4Data.csv",NA
"210427.MRC.Sample.B6Data",3,"27.04.2021","B","103.2","M","8wks","oim Het",6,79.10866667,4915.163975,0.004915164,210427,"210427 MRC Sample B6Data.csv",NA
"210427.MRC.Sample.B7Data",3,"27.04.2021","B","103.2","M","8wks","oim Het",7,105.2746667,8704.375775,0.008704376,210427,"210427 MRC Sample B7Data.csv",NA
"210427.MRC.Sample.B8Data",3,"27.04.2021","B","103.2","M","8wks","oim Het",8,108.698,9279.679737,0.00927968,210427,"210427 MRC Sample B8Data.csv",NA
"210427.MRC.Sample.C2Data",4,"27.04.2021","C","160.3","M","8wks","oim Hom",2,49.95066667,1959.622689,0.001959623,210427,"210427 MRC Sample C2Data.csv",NA
"210427.MRC.Sample.C3Data",3,"27.04.2021","C","160.3","M","8wks","oim Hom",3,48.83533333,1873.088054,0.001873088,210427,"210427 MRC Sample C3Data.csv",NA
"210427.MRC.Sample.C4Data",3,"27.04.2021","C","160.3","M","8wks","oim Hom",4,48.69233333,1862.134533,0.001862135,210427,"210427 MRC Sample C4Data.csv",NA
"210427.MRC.Sample.C5Data",3,"27.04.2021","C","160.3","M","8wks","oim Hom",5,68.148,3647.506805,0.003647507,210427,"210427 MRC Sample C5Data.csv",NA
"210427.MRC.Sample.C8Data",4,"27.04.2021","C","160.3","M","8wks","oim Hom",8,85.065,5683.183699,0.005683184,210427,"210427 MRC Sample C8Data.csv",NA
"210427.MRC.Sample.C9Data",4,"27.04.2021","C","160.3","M","8wks","oim Hom",9,73.60566667,4255.125588,0.004255126,210427,"210427 MRC Sample C9Data.csv",NA
"210427.MRC.Sample.D1Data",3,"27.04.2021","D","120.2","M","52wks","Tm1b Hom",1,120.0126667,11312.1213,0.011312121,210427,"210427 MRC Sample D1Data.csv",NA
"210427.MRC.Sample.D10Data",3,"27.04.2021","D","120.2","M","52wks","Tm1b Hom",10,122.259,11739.55297,0.011739553,210427,"210427 MRC Sample D10Data.csv",NA
"210427.MRC.Sample.D2Data",3,"27.04.2021","D","120.2","M","52wks","Tm1b Hom",2,117.0066667,10752.54072,0.010752541,210427,"210427 MRC Sample D2Data.csv",NA
"210427.MRC.Sample.D3Data",3,"27.04.2021","D","120.2","M","52wks","Tm1b Hom",3,121.5323333,11600.41573,0.011600416,210427,"210427 MRC Sample D3Data.csv",NA
"210427.MRC.Sample.D4Data",3,"27.04.2021","D","120.2","M","52wks","Tm1b Hom",4,138.387,15041.1302,0.01504113,210427,"210427 MRC Sample D4Data.csv",NA
"210427.MRC.Sample.D5Data",3,"27.04.2021","D","120.2","M","52wks","Tm1b Hom",5,109.0656667,9342.562208,0.009342562,210427,"210427 MRC Sample D5Data.csv",NA
"210427.MRC.Sample.D6Data",4,"27.04.2021","D","120.2","M","52wks","Tm1b Hom",6,119.22,11163.18485,0.011163185,210427,"210427 MRC Sample D6Data.csv",NA
"210427.MRC.Sample.D9Data",3,"27.04.2021","D","120.2","M","52wks","Tm1b Hom",9,160.0446667,20117.42052,0.020117421,210427,"210427 MRC Sample D9Data.csv",NA
"210428.MRC.Sample.A1Data",3,"28.04.2021","A","109.1","M","8wks","oim Wt",1,92.43166667,6710.137962,0.006710138,210428,"210428 MRC Sample A1Data.csv",NA
"210428.MRC.Sample.A10Data",4,"28.04.2021","A","109.1","M","8wks","oim Wt",10,110.2156667,9540.618838,0.009540619,210428,"210428 MRC Sample A10Data.csv",NA
"210428.MRC.Sample.A2Data",3,"28.04.2021","A","109.1","M","8wks","oim Wt",2,76.231,4564.078602,0.004564079,210428,"210428 MRC Sample A2Data.csv",NA
"210428.MRC.Sample.A4Data",4,"28.04.2021","A","109.1","M","8wks","oim Wt",4,93.94866667,6932.200626,0.006932201,210428,"210428 MRC Sample A4Data.csv",NA
"210428.MRC.Sample.A5Data",3,"28.04.2021","A","109.1","M","8wks","oim Wt",5,111.4313333,9752.243474,0.009752243,210428,"210428 MRC Sample A5Data.csv",NA
"210428.MRC.Sample.A7Data",3,"28.04.2021","A","109.1","M","8wks","oim Wt",7,103.9703333,8490.020791,0.008490021,210428,"210428 MRC Sample A7Data.csv",NA
"210428.MRC.Sample.A8Data",3,"28.04.2021","A","109.1","M","8wks","oim Wt",8,122.943,11871.27851,0.011871279,210428,"210428 MRC Sample A8Data.csv",NA
"210428.MRC.Sample.A9Data",4,"28.04.2021","A","109.1","M","8wks","oim Wt",9,123.9786667,12072.12724,0.012072127,210428,"210428 MRC Sample A9Data.csv",NA
"210428.MRC.Sample.B1Data",4,"28.04.2021","B","103.3","M","8wks","oim Het",1,93.27733333,6833.483102,0.006833483,210428,"210428 MRC Sample B1Data.csv",NA
"210428.MRC.Sample.B10Data",1,"28.04.2021","B","103.3","M","8wks","oim Het",10,102.6966667,8283.284473,0.008283284,210428,"210428 MRC Sample B10Data.csv",NA
"210428.MRC.Sample.B2Data",2,"28.04.2021","B","103.3","M","8wks","oim Het",2,112.8786667,10007.22405,0.010007224,210428,"210428 MRC Sample B2Data.csv",NA
"210428.MRC.Sample.B3Data",1,"28.04.2021","B","103.3","M","8wks","oim Het",3,104.219,8530.680661,0.008530681,210428,"210428 MRC Sample B3Data.csv",NA
"210428.MRC.Sample.B4Data",4,"28.04.2021","B","103.3","M","8wks","oim Het",4,113.0566667,10038.81001,0.01003881,210428,"210428 MRC Sample B4Data.csv",NA
"210428.MRC.Sample.B5Data",3,"28.04.2021","B","103.3","M","8wks","oim Het",5,75.86633333,4520.516628,0.004520517,210428,"210428 MRC Sample B5Data.csv",NA
"210428.MRC.Sample.B6Data",4,"28.04.2021","B","103.3","M","8wks","oim Het",6,109.1926667,9364.332509,0.009364333,210428,"210428 MRC Sample B6Data.csv",NA
"210428.MRC.Sample.B7Data",4,"28.04.2021","B","103.3","M","8wks","oim Het",7,101.9563333,8164.287657,0.008164288,210428,"210428 MRC Sample B7Data.csv",NA
"210428.MRC.Sample.B8Data",4,"28.04.2021","B","103.3","M","8wks","oim Het",8,72.47033333,4124.871266,0.004124871,210428,"210428 MRC Sample B8Data.csv",NA
"210428.MRC.Sample.B9Data",4,"28.04.2021","B","103.3","M","8wks","oim Het",9,86.53333333,5881.07541,0.005881075,210428,"210428 MRC Sample B9Data.csv",NA
"210428.MRC.Sample.C1Data",4,"28.04.2021","C","161.1","M","8wks","oim Hom",1,76.721,4622.941429,0.004622941,210428,"210428 MRC Sample C1Data.csv",NA
"210428.MRC.Sample.C2Data",3,"28.04.2021","C","161.1","M","8wks","oim Hom",2,74.97533333,4414.959173,0.004414959,210428,"210428 MRC Sample C2Data.csv",NA
"210428.MRC.Sample.C3Data",4,"28.04.2021","C","161.1","M","8wks","oim Hom",3,45.96166667,1659.133831,0.001659134,210428,"210428 MRC Sample C3Data.csv",NA
"210428.MRC.Sample.C5Data",3,"28.04.2021","C","161.1","M","8wks","oim Hom",5,52.53433333,2167.585974,0.002167586,210428,"210428 MRC Sample C5Data.csv",NA
"210428.MRC.Sample.C6Data",4,"28.04.2021","C","161.1","M","8wks","oim Hom",6,52.601,2173.090847,0.002173091,210428,"210428 MRC Sample C6Data.csv",NA
"210428.MRC.Sample.C9Data",4,"28.04.2021","C","161.1","M","8wks","oim Hom",9,65.11833333,3330.40028,0.0033304,210428,"210428 MRC Sample C9Data.csv",NA
"210428.MRC.Sample.D1Data",2,"28.04.2021","D","24.4","M","52wks","Tm1b Het",1,98.56933333,7630.860598,0.007630861,210428,"210428 MRC Sample D1Data.csv",NA
"210428.MRC.Sample.D10Data",3,"28.04.2021","D","24.4","M","52wks","Tm1b Het",10,106.796,8957.768916,0.008957769,210428,"210428 MRC Sample D10Data.csv",NA
"210428.MRC.Sample.D2Data",2,"28.04.2021","D","24.4","M","52wks","Tm1b Het",2,90.627,6450.673923,0.006450674,210428,"210428 MRC Sample D2Data.csv",NA
"210428.MRC.Sample.D3Data",2,"28.04.2021","D","24.4","M","52wks","Tm1b Het",3,126.3753333,12543.37798,0.012543378,210428,"210428 MRC Sample D3Data.csv",NA
"210428.MRC.Sample.D4Data",2,"28.04.2021","D","24.4","M","52wks","Tm1b Het",4,126.458,12559.7935,0.012559794,210428,"210428 MRC Sample D4Data.csv",NA
"210428.MRC.Sample.D5Data",3,"28.04.2021","D","24.4","M","52wks","Tm1b Het",5,95.168,7113.310501,0.007113311,210428,"210428 MRC Sample D5Data.csv",NA
"210428.MRC.Sample.D6Data",3,"28.04.2021","D","24.4","M","52wks","Tm1b Het",6,116.4046667,10642.18158,0.010642182,210428,"210428 MRC Sample D6Data.csv",NA
"210428.MRC.Sample.D7Data",4,"28.04.2021","D","24.4","M","52wks","Tm1b Het",7,128.665,13002.01702,0.013002017,210428,"210428 MRC Sample D7Data.csv",NA
"210428.MRC.Sample.D8Data",3,"28.04.2021","D","24.4","M","52wks","Tm1b Het",8,105.2596667,8701.895476,0.008701895,210428,"210428 MRC Sample D8Data.csv",NA
"210428.MRC.Sample.D9Data",3,"28.04.2021","D","24.4","M","52wks","Tm1b Het",9,101.1823333,8040.800032,0.0080408,210428,"210428 MRC Sample D9Data.csv",NA
"210429.MRC.Sample.A1Data",4,"29.04.2021","A","109.2","M","8wks","oim Wt",1,154.665,18787.71542,0.018787715,210429,"210429 MRC Sample A1Data.csv",NA
"210429.MRC.Sample.A10Data",4,"29.04.2021","A","109.2","M","8wks","oim Wt",10,177.234,24670.84131,0.024670841,210429,"210429 MRC Sample A10Data.csv",NA
"210429.MRC.Sample.A2Data",2,"29.04.2021","A","109.2","M","8wks","oim Wt",2,170.6223333,22864.49611,0.022864496,210429,"210429 MRC Sample A2Data.csv",NA
"210429.MRC.Sample.A3Data",4,"29.04.2021","A","109.2","M","8wks","oim Wt",3,178.475,25017.54344,0.025017543,210429,"210429 MRC Sample A3Data.csv",NA
"210429.MRC.Sample.A4Data",4,"29.04.2021","A","109.2","M","8wks","oim Wt",4,193.6173333,29442.74855,0.029442749,210429,"210429 MRC Sample A4Data.csv",NA
"210429.MRC.Sample.A6Data",4,"29.04.2021","A","109.2","M","8wks","oim Wt",6,176.8763333,24571.3679,0.024571368,210429,"210429 MRC Sample A6Data.csv",NA
"210429.MRC.Sample.A8Data",4,"29.04.2021","A","109.2","M","8wks","oim Wt",8,130.1733333,13308.64783,0.013308648,210429,"210429 MRC Sample A8Data.csv",NA
"210429.MRC.Sample.A9Data",4,"29.04.2021","A","109.2","M","8wks","oim Wt",9,167.357,21997.71878,0.021997719,210429,"210429 MRC Sample A9Data.csv",NA
"210429.MRC.Sample.B1Data",2,"29.04.2021","B","103.4","M","8wks","oim Het",1,145.9086667,16720.60776,0.016720608,210429,"210429 MRC Sample B1Data.csv",NA
"210429.MRC.Sample.B10Data",4,"29.04.2021","B","103.4","M","8wks","oim Het",10,92.89466667,6777.529909,0.00677753,210429,"210429 MRC Sample B10Data.csv",NA
"210429.MRC.Sample.B2Data",4,"29.04.2021","B","103.4","M","8wks","oim Het",2,157.1683333,19400.81511,0.019400815,210429,"210429 MRC Sample B2Data.csv",NA
"210429.MRC.Sample.B3Data",4,"29.04.2021","B","103.4","M","8wks","oim Het",3,108.2066667,9195.977903,0.009195978,210429,"210429 MRC Sample B3Data.csv",NA
"210429.MRC.Sample.B4Data",4,"29.04.2021","B","103.4","M","8wks","oim Het",4,101.6723333,8118.867656,0.008118868,210429,"210429 MRC Sample B4Data.csv",NA
"210429.MRC.Sample.B5Data",4,"29.04.2021","B","103.4","M","8wks","oim Het",5,128.4456667,12957.72611,0.012957726,210429,"210429 MRC Sample B5Data.csv",NA
"210429.MRC.Sample.B6Data",4,"29.04.2021","B","103.4","M","8wks","oim Het",6,112.535,9946.381478,0.009946381,210429,"210429 MRC Sample B6Data.csv",NA
"210429.MRC.Sample.B7Data",3,"29.04.2021","B","103.4","M","8wks","oim Het",7,99.193,7727.72986,0.00772773,210429,"210429 MRC Sample B7Data.csv",NA
"210429.MRC.Sample.B8Data",3,"29.04.2021","B","103.4","M","8wks","oim Het",8,113.057,10038.8692,0.010038869,210429,"210429 MRC Sample B8Data.csv",NA
"210429.MRC.Sample.B9Data",4,"29.04.2021","B","103.4","M","8wks","oim Het",9,132.494,13787.39775,0.013787398,210429,"210429 MRC Sample B9Data.csv",NA
"210429.MRC.Sample.C2Data",4,"29.04.2021","C","161.2","M","8wks","oim Hom",2,65.54866667,3374.563506,0.003374564,210429,"210429 MRC Sample C2Data.csv",NA
"210429.MRC.Sample.C3Data",3,"29.04.2021","C","161.2","M","8wks","oim Hom",3,53.902,2281.915933,0.002281916,210429,"210429 MRC Sample C3Data.csv",NA
"210429.MRC.Sample.C4Data",3,"29.04.2021","C","161.2","M","8wks","oim Hom",4,64.246,3241.769024,0.003241769,210429,"210429 MRC Sample C4Data.csv",NA
"210429.MRC.Sample.C5Data",3,"29.04.2021","C","161.2","M","8wks","oim Hom",5,76.04033333,4541.276083,0.004541276,210429,"210429 MRC Sample C5Data.csv",NA
"210429.MRC.Sample.C6Data",4,"29.04.2021","C","161.2","M","8wks","oim Hom",6,58.413,2679.840241,0.00267984,210429,"210429 MRC Sample C6Data.csv",NA
"210429.MRC.Sample.C7Data",3,"29.04.2021","C","161.2","M","8wks","oim Hom",7,95.38866667,7146.336105,0.007146336,210429,"210429 MRC Sample C7Data.csv",NA
"210429.MRC.Sample.C8Data",3,"29.04.2021","C","161.2","M","8wks","oim Hom",8,60.41166667,2866.365159,0.002866365,210429,"210429 MRC Sample C8Data.csv",NA
"210429.MRC.Sample.D1Data",2,"29.04.2021","D","26.3","M","52wks","Tm1b Het",1,144.394,16375.25894,0.016375259,210429,"210429 MRC Sample D1Data.csv",NA
"210429.MRC.Sample.D10Data",3,"29.04.2021","D","26.3","M","52wks","Tm1b Het",10,106.1816667,8855.007991,0.008855008,210429,"210429 MRC Sample D10Data.csv",NA
"210429.MRC.Sample.D2Data",3,"29.04.2021","D","26.3","M","52wks","Tm1b Het",2,163.4396667,20979.9678,0.020979968,210429,"210429 MRC Sample D2Data.csv",NA
"210429.MRC.Sample.D3Data",3,"29.04.2021","D","26.3","M","52wks","Tm1b Het",3,122.6436667,11813.54211,0.011813542,210429,"210429 MRC Sample D3Data.csv",NA
"210429.MRC.Sample.D4Data",4,"29.04.2021","D","26.3","M","52wks","Tm1b Het",4,138.2323333,15007.52788,0.015007528,210429,"210429 MRC Sample D4Data.csv",NA
"210429.MRC.Sample.D5Data",4,"29.04.2021","D","26.3","M","52wks","Tm1b Het",5,98.077,7554.821847,0.007554822,210429,"210429 MRC Sample D5Data.csv",NA
"210429.MRC.Sample.D6Data",4,"29.04.2021","D","26.3","M","52wks","Tm1b Het",6,103.931,8483.59824,0.008483598,210429,"210429 MRC Sample D6Data.csv",NA
"210429.MRC.Sample.D7Data",3,"29.04.2021","D","26.3","M","52wks","Tm1b Het",7,106.0366667,8830.839987,0.00883084,210429,"210429 MRC Sample D7Data.csv",NA
"210429.MRC.Sample.D8Data",4,"29.04.2021","D","26.3","M","52wks","Tm1b Het",8,75.01,4419.042845,0.004419043,210429,"210429 MRC Sample D8Data.csv",NA
"210429.MRC.Sample.D9Data",3,"29.04.2021","D","26.3","M","52wks","Tm1b Het",9,96.04966667,7245.720969,0.007245721,210429,"210429 MRC Sample D9Data.csv",NA
"210430.MRC.Sample.A1Data",4,"30.04.2021","A","109.3","M","8wks","oim Wt",1,106.254,8867.076555,0.008867077,210430,"210430 MRC Sample A1Data.csv",NA
"210430.MRC.Sample.A10Data",3,"30.04.2021","A","109.3","M","8wks","oim Wt",10,99.40033333,7760.068643,0.007760069,210430,"210430 MRC Sample A10Data.csv",NA
"210430.MRC.Sample.A2Data",4,"30.04.2021","A","109.3","M","8wks","oim Wt",2,104.1333333,8516.662202,0.008516662,210430,"210430 MRC Sample A2Data.csv",NA
"210430.MRC.Sample.A3Data",4,"30.04.2021","A","109.3","M","8wks","oim Wt",3,128.6703333,13003.09493,0.013003095,210430,"210430 MRC Sample A3Data.csv",NA
"210430.MRC.Sample.A4Data",4,"30.04.2021","A","109.3","M","8wks","oim Wt",4,111.4163333,9749.618112,0.009749618,210430,"210430 MRC Sample A4Data.csv",NA
"210430.MRC.Sample.A5Data",4,"30.04.2021","A","109.3","M","8wks","oim Wt",5,103.3093333,8382.411928,0.008382412,210430,"210430 MRC Sample A5Data.csv",NA
"210430.MRC.Sample.A6Data",2,"30.04.2021","A","109.3","M","8wks","oim Wt",6,142.558,15961.47673,0.015961477,210430,"210430 MRC Sample A6Data.csv",NA
"210430.MRC.Sample.A7Data",4,"30.04.2021","A","109.3","M","8wks","oim Wt",7,101.314,8061.740337,0.00806174,210430,"210430 MRC Sample A7Data.csv",NA
"210430.MRC.Sample.A8Data",4,"30.04.2021","A","109.3","M","8wks","oim Wt",8,86.364,5858.081087,0.005858081,210430,"210430 MRC Sample A8Data.csv",NA
"210430.MRC.Sample.A9Data",4,"30.04.2021","A","109.3","M","8wks","oim Wt",9,109.6263333,9438.862469,0.009438862,210430,"210430 MRC Sample A9Data.csv",NA
"210430.MRC.Sample.B1Data",4,"30.04.2021","B","105.1","M","8wks","oim Het",1,92.08833333,6660.381521,0.006660382,210430,"210430 MRC Sample B1Data.csv",NA
"210430.MRC.Sample.B10Data",3,"30.04.2021","B","105.1","M","8wks","oim Het",10,97.52066667,7469.356781,0.007469357,210430,"210430 MRC Sample B10Data.csv",NA
"210430.MRC.Sample.B2Data",4,"30.04.2021","B","105.1","M","8wks","oim Het",2,88.85366667,6200.698143,0.006200698,210430,"210430 MRC Sample B2Data.csv",NA
"210430.MRC.Sample.B3Data",4,"30.04.2021","B","105.1","M","8wks","oim Het",3,99.08366667,7710.703804,0.007710704,210430,"210430 MRC Sample B3Data.csv",NA
"210430.MRC.Sample.B4Data",4,"30.04.2021","B","105.1","M","8wks","oim Het",4,88.06666667,6091.342207,0.006091342,210430,"210430 MRC Sample B4Data.csv",NA
"210430.MRC.Sample.B5Data",4,"30.04.2021","B","105.1","M","8wks","oim Het",5,75.82533333,4515.631955,0.004515632,210430,"210430 MRC Sample B5Data.csv",NA
"210430.MRC.Sample.B6Data",4,"30.04.2021","B","105.1","M","8wks","oim Het",6,106.28,8871.416574,0.008871417,210430,"210430 MRC Sample B6Data.csv",NA
"210430.MRC.Sample.B7Data",4,"30.04.2021","B","105.1","M","8wks","oim Het",7,106.9863333,8989.726686,0.008989727,210430,"210430 MRC Sample B7Data.csv",NA
"210430.MRC.Sample.B8Data",4,"30.04.2021","B","105.1","M","8wks","oim Het",8,93.47633333,6862.671623,0.006862672,210430,"210430 MRC Sample B8Data.csv",NA
"210430.MRC.Sample.B9Data",4,"30.04.2021","B","105.1","M","8wks","oim Het",9,88.97766667,6218.017025,0.006218017,210430,"210430 MRC Sample B9Data.csv",NA
"210430.MRC.Sample.C10Data",4,"30.04.2021","C","161.3","M","8wks","oim Hom",10,124.133,12102.20163,0.012102202,210430,"210430 MRC Sample C10Data.csv",NA
"210430.MRC.Sample.C2Data",4,"30.04.2021","C","161.3","M","8wks","oim Hom",2,92.48533333,6717.932157,0.006717932,210430,"210430 MRC Sample C2Data.csv",NA
"210430.MRC.Sample.C8Data",3,"30.04.2021","C","161.3","M","8wks","oim Hom",8,124.0973333,12095.24806,0.012095248,210430,"210430 MRC Sample C8Data.csv",NA
"210430.MRC.Sample.D1Data",4,"30.04.2021","D","33.1","M","52wks","Tm1b Het",1,137.5693333,14863.91272,0.014863913,210430,"210430 MRC Sample D1Data.csv",NA
"210430.MRC.Sample.D10Data",4,"30.04.2021","D","33.1","M","52wks","Tm1b Het",10,116.9293333,10738.33203,0.010738332,210430,"210430 MRC Sample D10Data.csv",NA
"210430.MRC.Sample.D2Data",1,"30.04.2021","D","33.1","M","52wks","Tm1b Het",2,116.7366667,10702.97369,0.010702974,210430,"210430 MRC Sample D2Data.csv",NA
"210430.MRC.Sample.D3Data",4,"30.04.2021","D","33.1","M","52wks","Tm1b Het",3,121.7426667,11640.60365,0.011640604,210430,"210430 MRC Sample D3Data.csv",NA
"210430.MRC.Sample.D4Data",4,"30.04.2021","D","33.1","M","52wks","Tm1b Het",4,118.3663333,11003.89076,0.011003891,210430,"210430 MRC Sample D4Data.csv",NA
"210430.MRC.Sample.D5Data",3,"30.04.2021","D","33.1","M","52wks","Tm1b Het",5,133.9336667,14088.6506,0.014088651,210430,"210430 MRC Sample D5Data.csv",NA
"210430.MRC.Sample.D6Data",4,"30.04.2021","D","33.1","M","52wks","Tm1b Het",6,123.8926667,12055.38496,0.012055385,210430,"210430 MRC Sample D6Data.csv",NA
"210430.MRC.Sample.D7Data",4,"30.04.2021","D","33.1","M","52wks","Tm1b Het",7,104.2516667,8536.029261,0.008536029,210430,"210430 MRC Sample D7Data.csv",NA
"210430.MRC.Sample.D8Data",4,"30.04.2021","D","33.1","M","52wks","Tm1b Het",8,109.9156667,9488.751615,0.009488752,210430,"210430 MRC Sample D8Data.csv",NA
"210430.MRC.Sample.D9Data",3,"30.04.2021","D","33.1","M","52wks","Tm1b Het",9,128.361,12940.64922,0.012940649,210430,"210430 MRC Sample D9Data.csv",NA
"210506.MRC.Sample.A1Data",2,"06.05.2021","A","57.1","M","52wks","Tm1b Wt",1,143.67,16211.4576,0.016211458,210506,"210506 MRC Sample A1Data.csv",NA
"210506.MRC.Sample.A10Data",1,"06.05.2021","A","57.1","M","52wks","Tm1b Wt",10,137.653,14881.99804,0.014881998,210506,"210506 MRC Sample A10Data.csv",NA
"210506.MRC.Sample.A2Data",3,"06.05.2021","A","57.1","M","52wks","Tm1b Wt",2,114.5473333,10305.28122,0.010305281,210506,"210506 MRC Sample A2Data.csv",NA
"210506.MRC.Sample.A3Data",2,"06.05.2021","A","57.1","M","52wks","Tm1b Wt",3,156.252,19175.25073,0.019175251,210506,"210506 MRC Sample A3Data.csv",NA
"210506.MRC.Sample.A4Data",2,"06.05.2021","A","57.1","M","52wks","Tm1b Wt",4,148.0433333,17213.43688,0.017213437,210506,"210506 MRC Sample A4Data.csv",NA
"210506.MRC.Sample.A5Data",4,"06.05.2021","A","57.1","M","52wks","Tm1b Wt",5,120.3736667,11380.27773,0.011380278,210506,"210506 MRC Sample A5Data.csv",NA
"210506.MRC.Sample.A6Data",3,"06.05.2021","A","57.1","M","52wks","Tm1b Wt",6,100.16,7879.134481,0.007879134,210506,"210506 MRC Sample A6Data.csv",NA
"210506.MRC.Sample.A7Data",3,"06.05.2021","A","57.1","M","52wks","Tm1b Wt",7,116.3186667,10626.46246,0.010626462,210506,"210506 MRC Sample A7Data.csv",NA
"210506.MRC.Sample.A8Data",4,"06.05.2021","A","57.1","M","52wks","Tm1b Wt",8,112.0193333,9855.436147,0.009855436,210506,"210506 MRC Sample A8Data.csv",NA
"210506.MRC.Sample.A9Data",4,"06.05.2021","A","57.1","M","52wks","Tm1b Wt",9,129.138,13097.78911,0.013097789,210506,"210506 MRC Sample A9Data.csv",NA
"210506.MRC.Sample.B1Data",4,"06.05.2021","B","59.2","M","52wks","Tm1b Wt",1,144.503,16399.99095,0.016399991,210506,"210506 MRC Sample B1Data.csv",NA
"210506.MRC.Sample.B10Data",4,"06.05.2021","B","59.2","M","52wks","Tm1b Wt",10,129.4126667,13153.56436,0.013153564,210506,"210506 MRC Sample B10Data.csv",NA
"210506.MRC.Sample.B2Data",4,"06.05.2021","B","59.2","M","52wks","Tm1b Wt",2,152.507,18267.0929,0.018267093,210506,"210506 MRC Sample B2Data.csv",NA
"210506.MRC.Sample.B3Data",1,"06.05.2021","B","59.2","M","52wks","Tm1b Wt",3,146.8106667,16927.97867,0.016927979,210506,"210506 MRC Sample B3Data.csv",NA
"210506.MRC.Sample.B4Data",3,"06.05.2021","B","59.2","M","52wks","Tm1b Wt",4,139.2886667,15237.77105,0.015237771,210506,"210506 MRC Sample B4Data.csv",NA
"210506.MRC.Sample.B5Data",2,"06.05.2021","B","59.2","M","52wks","Tm1b Wt",5,137.4566667,14839.57618,0.014839576,210506,"210506 MRC Sample B5Data.csv",NA
"210506.MRC.Sample.B6Data",3,"06.05.2021","B","59.2","M","52wks","Tm1b Wt",6,105.462,8735.38172,0.008735382,210506,"210506 MRC Sample B6Data.csv",NA
"210506.MRC.Sample.B7Data",3,"06.05.2021","B","59.2","M","52wks","Tm1b Wt",7,90.907,6490.595335,0.006490595,210506,"210506 MRC Sample B7Data.csv",NA
"210506.MRC.Sample.B9Data",4,"06.05.2021","B","59.2","M","52wks","Tm1b Wt",9,102.143,8194.210188,0.00819421,210506,"210506 MRC Sample B9Data.csv",NA
"210506.MRC.Sample.C1Data",4,"06.05.2021","C","61.2","M","52wks","Tm1b Wt",1,151.4493333,18014.59957,0.0180146,210506,"210506 MRC Sample C1Data.csv",NA
